tres: .word 16, 16
.byte 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,82,9,0,0,0,0,0,0,
0,0,0,0,0,0,164,255,182,255,182,9,0,0,0,0,
0,0,0,0,0,0,164,9,0,73,255,164,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,173,173,0,0,0,0,
0,0,0,0,0,0,0,0,0,82,255,91,0,0,0,0,
0,0,0,0,0,0,9,173,255,255,91,0,0,0,0,0,
0,0,0,0,0,0,0,91,91,164,255,91,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,164,255,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,82,255,0,0,0,0,
0,0,0,0,0,9,164,9,0,73,173,173,0,0,0,0,
0,0,0,0,0,9,173,255,255,255,173,73,0,0,0,0,
0,0,0,0,0,0,0,9,73,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


