bloco_verde_3: .word 16, 16
.byte 128,183,183,183,183,183,183,183,183,183,183,183,183,183,128,128,
40,183,40,40,40,40,40,40,40,40,40,40,40,183,40,128,
40,183,40,40,0,40,0,40,0,40,0,40,40,183,40,128,
40,183,40,0,40,0,40,0,40,0,40,0,40,183,40,128,
40,183,40,40,0,40,40,40,40,40,0,40,40,183,40,128,
40,183,40,0,40,40,183,183,183,40,40,0,40,183,40,128,
40,183,40,40,40,183,183,183,183,183,40,40,40,183,40,128,
40,183,40,0,40,40,40,40,40,40,40,0,40,183,40,128,
40,183,183,183,183,183,183,183,183,183,183,183,183,183,40,128,
40,183,40,40,40,40,40,40,40,40,40,40,40,183,40,128,
40,183,40,0,40,40,183,183,183,40,40,0,40,183,40,128,
40,183,40,40,0,40,40,40,40,40,0,40,40,183,40,128,
40,183,40,0,40,0,40,0,40,0,40,0,40,183,40,128,
40,183,40,40,40,40,40,40,40,40,40,40,40,183,40,128,
128,183,183,183,183,183,183,183,183,183,183,183,183,183,128,128,
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,


