lolo_left_2: .word 16, 16
.byte 128,128,128,0,0,0,216,216,216,0,0,128,128,128,128,128,
128,128,0,216,255,216,216,216,216,216,216,0,128,128,128,128,
128,216,255,216,216,216,216,216,216,216,216,216,0,128,128,128,
0,216,216,216,216,216,216,216,216,216,216,216,0,128,128,128,
216,255,255,216,216,216,216,216,216,216,216,216,216,0,128,128,
255,255,255,255,216,216,216,216,216,216,216,216,216,0,128,128,
0,255,255,255,216,216,216,216,255,216,216,216,216,0,128,128,
0,255,255,255,216,255,255,0,255,255,216,216,216,216,0,128,
255,255,255,255,216,255,255,255,255,255,216,216,216,216,216,0,
216,255,255,216,0,255,255,255,255,255,216,216,216,216,216,0,
0,216,216,216,216,0,255,255,255,216,0,0,216,216,0,128,
128,0,216,216,216,216,0,216,216,216,255,255,216,216,0,128,
128,216,216,0,216,216,216,216,216,255,255,255,0,0,128,128,
128,255,216,255,0,0,0,0,255,255,216,0,0,0,128,128,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,


